business_type,business_age_months,location_type,state,num_employees,store_size_sqm,foot_traffic_daily,has_online_presence,uses_pos,marketing_spend_naira,inventory_value_naira,num_products,average_product_price_naira,month,customer_retention_rate,has_loyalty_program,accepts_credit_cards,opening_hours_per_day,competition_nearby,has_parking,monthly_sales_thousands
Supermarket,78,Street_Shop,Port_Harcourt,19,161,373,0,0,121607,197831,344,34577,August,35,0,1,8,0,1,10988.46
Salon,56,Market,Ibadan,12,51,275,0,0,101011,1885907,47,33625,November,59,0,0,12,7,0,10315.45
Pharmacy,101,Street_Shop,Enugu,18,176,327,0,1,96415,3852109,164,1543,October,46,0,1,14,2,0,14639.62
Salon,17,Market,Ibadan,10,147,150,1,0,7320,4640975,230,35202,March,58,1,0,12,2,0,26874.55
Salon,59,Market,Port_Harcourt,16,12,317,1,1,127844,497634,389,22285,July,42,0,1,14,3,1,12059.38
Retail_Shop,119,Online,Kano,16,80,177,1,1,98138,472367,316,36637,August,32,0,0,8,9,0,9459.99
Salon,24,Street_Shop,Lagos,16,67,228,0,1,177038,3395622,101,40997,May,67,1,1,13,8,0,17560.16
Fashion_Store,77,Online,Lagos,14,141,109,0,1,32858,485079,214,37448,February,66,1,0,15,2,0,7900.85
Fashion_Store,13,Online,Enugu,5,66,360,0,0,61613,4865464,488,2116,August,82,1,0,11,0,0,14785.24
Fashion_Store,62,Shopping_Mall,Lagos,7,115,207,0,1,139224,2469358,251,36085,December,52,0,1,8,0,0,23585.23
Electronics,65,Shopping_Mall,Port_Harcourt,7,131,353,1,1,56248,3100155,203,48285,January,45,1,1,15,4,0,21495.53
Supermarket,14,Market,Lagos,6,104,452,0,1,17062,194200,473,1181,September,44,1,1,10,0,1,4902.25
Supermarket,87,Estate,Ibadan,12,162,89,0,1,150436,4001562,249,9550,September,62,0,0,11,3,0,14597.32
Pharmacy,83,Estate,Enugu,6,45,299,1,1,190287,1270072,422,3468,July,40,0,1,8,2,0,11859.14
Supermarket,108,Street_Shop,Enugu,3,34,332,1,0,65451,4324034,454,42377,January,87,0,1,14,4,1,18399.96
Pharmacy,72,Estate,Kano,19,91,67,1,1,45214,2181713,306,25135,August,58,1,0,9,0,1,17364.48
Pharmacy,11,Street_Shop,Lagos,11,82,134,1,0,39978,334277,216,15655,December,89,0,1,12,1,0,7781.18
Restaurant,85,Online,Ibadan,14,167,142,1,1,22942,2002059,464,33522,April,91,1,0,11,8,1,26648.21
Electronics,66,Market,Ibadan,9,114,123,0,0,161695,2227079,297,8086,March,73,0,1,10,3,1,21311.98
Fashion_Store,79,Street_Shop,Port_Harcourt,10,99,207,1,1,165834,1334896,363,46734,March,57,0,0,11,7,1,23701.65
Restaurant,105,Market,Abuja,16,44,277,1,1,149394,929473,448,1313,May,72,1,1,12,8,1,11569.93
Restaurant,48,Shopping_Mall,Lagos,9,146,464,1,0,128803,3820872,293,40519,September,49,1,0,8,9,0,26235.36
Restaurant,42,Street_Shop,Lagos,17,128,54,0,1,117236,2672089,269,27237,March,89,0,0,10,5,1,20211.29
Supermarket,8,Shopping_Mall,Lagos,2,179,192,1,1,68787,3646768,134,47889,July,38,0,0,13,9,1,20502.03
Retail_Shop,83,Market,Port_Harcourt,8,149,306,0,1,157645,3108685,248,34683,January,94,1,0,13,6,0,17692.65
Salon,103,Shopping_Mall,Port_Harcourt,16,32,440,0,1,99683,1896856,255,1590,April,46,0,1,9,6,0,9760.45
Supermarket,27,Shopping_Mall,Ibadan,14,103,77,0,0,185451,2385253,311,11457,April,88,0,0,9,9,0,9632.55
Supermarket,107,Estate,Lagos,1,76,46,1,1,166134,3726228,345,35515,June,67,1,0,9,8,1,30194.57
Fashion_Store,29,Street_Shop,Port_Harcourt,16,118,273,1,1,136788,270511,199,25217,August,94,0,1,8,3,0,10197.32
Retail_Shop,94,Street_Shop,Abuja,6,55,383,1,1,179266,857857,351,6425,September,61,0,1,9,7,0,9601.66
Fashion_Store,60,Estate,Port_Harcourt,2,155,122,1,1,160779,520240,437,15901,September,85,0,1,8,1,1,11252.27
Fashion_Store,39,Shopping_Mall,Enugu,15,194,182,1,0,47888,3224455,27,13401,May,52,0,0,10,2,0,11711.48
Fashion_Store,68,Market,Enugu,3,176,87,1,1,143901,3417621,458,44551,July,54,1,1,12,1,1,30519.07
Pharmacy,31,Market,Ibadan,6,170,141,0,0,110291,1600013,221,6885,February,79,1,0,9,8,0,6087.67
Retail_Shop,67,Street_Shop,Enugu,15,70,494,0,0,104674,470816,53,4154,October,93,0,1,13,9,0,5698.84
Pharmacy,115,Shopping_Mall,Ibadan,8,16,81,0,1,5204,1453322,446,43084,September,78,0,1,13,8,1,13752.44
Electronics,90,Market,Enugu,2,161,489,1,1,36605,2587088,424,43715,July,60,0,0,8,8,1,19502.06
Restaurant,96,Shopping_Mall,Kano,14,96,109,0,1,6928,2068841,441,47085,March,47,0,1,15,6,0,16949.8
Fashion_Store,46,Estate,Enugu,10,144,294,0,0,21927,1175918,370,17693,December,84,1,0,9,1,1,10365.8
Electronics,100,Street_Shop,Enugu,5,115,169,0,0,188416,2936715,318,919,August,71,1,0,8,3,0,10753.34
Electronics,71,Street_Shop,Ibadan,7,52,461,1,1,177694,2018017,38,11657,July,56,0,0,9,8,0,10283.91
Salon,58,Market,Enugu,17,151,462,1,1,88485,1907820,217,4933,March,67,0,1,8,2,0,15507.44
Supermarket,77,Shopping_Mall,Abuja,5,68,228,0,1,24864,4015032,233,40627,July,72,0,0,8,9,0,17313.1
Salon,37,Market,Kano,2,57,33,1,1,20005,3060430,483,13806,April,39,0,0,8,8,0,17993.07
Fashion_Store,78,Estate,Enugu,13,88,478,0,0,148684,2486570,81,47436,October,40,0,1,12,4,1,14285.87
Electronics,52,Estate,Enugu,6,99,498,1,0,59287,2146438,48,25692,July,52,0,0,10,2,0,12023.37
Fashion_Store,65,Estate,Kano,7,139,75,1,1,150080,4344933,42,2188,November,84,0,1,13,6,1,31422.62
Electronics,89,Market,Enugu,11,11,251,1,1,166582,2287625,210,23213,May,79,0,0,9,1,0,13211.39
Retail_Shop,11,Market,Ibadan,9,188,164,0,1,196368,3132692,241,33538,December,30,0,0,13,0,1,19926.41
Fashion_Store,114,Market,Ibadan,1,155,417,0,1,180842,1454799,425,11068,February,80,0,1,9,0,0,9282.5
Pharmacy,82,Market,Enugu,15,148,39,0,1,169455,1375536,464,31352,January,62,0,1,15,2,0,8852.6
Electronics,104,Market,Port_Harcourt,7,116,313,0,0,172245,4146944,321,2138,January,67,0,1,11,7,1,14992.37
Restaurant,69,Street_Shop,Kano,8,75,193,0,1,54340,1814968,199,22126,February,82,0,0,9,0,0,6568.04
Pharmacy,77,Shopping_Mall,Kano,13,80,357,1,1,102298,3630979,438,24704,May,57,0,0,15,1,0,17839.66
Electronics,116,Market,Port_Harcourt,17,94,80,0,0,5210,4022782,175,29675,October,36,1,1,10,6,0,14750.54
Pharmacy,100,Online,Port_Harcourt,12,39,330,0,1,115618,1082473,130,25740,July,62,1,0,13,6,0,10369.55
Salon,49,Market,Port_Harcourt,15,13,87,0,1,118250,4975172,494,44705,July,75,0,1,13,8,0,15598.02
Retail_Shop,75,Online,Abuja,1,128,383,1,1,159816,3780779,258,49012,October,42,1,0,13,1,0,27864.88
Supermarket,107,Street_Shop,Enugu,17,109,196,1,0,139035,3508003,481,19475,April,57,0,1,15,1,0,27404.32
Pharmacy,20,Market,Lagos,14,109,403,1,1,155204,1523507,463,22617,February,94,1,0,10,3,0,13070.5
Pharmacy,92,Market,Ibadan,9,28,457,1,0,111468,4371567,419,27342,August,80,0,1,14,8,1,25079.98
Electronics,93,Market,Ibadan,10,84,30,1,1,117156,3156106,449,43849,June,75,0,1,10,9,1,27614.52
Salon,60,Market,Port_Harcourt,6,195,185,1,1,30285,825815,471,11675,October,71,0,1,15,6,0,9046.1
Salon,107,Market,Abuja,17,99,308,1,0,38944,4864663,94,15349,May,40,0,1,12,7,1,17472.31
Restaurant,50,Shopping_Mall,Enugu,11,163,67,1,1,22727,293330,209,20113,March,81,0,1,9,0,1,14008.96
Restaurant,97,Market,Ibadan,4,34,24,1,1,24390,2344834,351,12294,September,73,0,1,11,7,0,12806.61
Electronics,61,Market,Enugu,13,79,180,0,1,153487,3871630,369,36755,September,80,1,0,15,0,0,21609.67
Supermarket,7,Shopping_Mall,Lagos,16,184,141,0,1,175823,4132916,483,12703,August,93,0,0,13,3,1,14268.65
Retail_Shop,50,Street_Shop,Port_Harcourt,17,65,304,1,0,192017,2454678,164,45943,November,57,0,1,10,1,1,24527.65
Pharmacy,29,Street_Shop,Abuja,3,176,78,0,1,167403,2320226,221,17416,December,87,0,1,15,9,1,21988.23
Retail_Shop,13,Estate,Ibadan,13,187,162,0,0,83444,408639,283,25272,May,43,1,1,8,1,1,7346.35
Restaurant,46,Estate,Lagos,16,47,350,1,1,105031,324750,155,18594,September,61,0,1,8,9,0,9506.82
Retail_Shop,99,Market,Abuja,3,26,493,1,1,146810,2693386,214,6272,November,78,0,0,12,5,1,24862.68
Electronics,8,Online,Port_Harcourt,14,198,125,0,1,29566,231883,186,41220,June,78,1,0,9,5,0,6219.31
Fashion_Store,25,Estate,Abuja,13,171,62,0,0,82463,629764,409,8652,December,42,0,0,13,8,0,6087.91
Salon,80,Shopping_Mall,Enugu,11,115,180,0,1,33279,4038956,247,20131,October,32,0,0,13,2,1,14989.96
Electronics,74,Street_Shop,Abuja,19,50,259,0,1,98874,837222,475,10848,August,66,1,0,9,3,0,7566.3
Fashion_Store,50,Online,Port_Harcourt,8,22,344,1,1,138052,744319,412,5102,October,47,0,1,13,7,0,8021.88
Supermarket,43,Market,Kano,7,173,378,0,0,72531,4001568,301,10520,December,39,1,1,14,3,1,30377.52
Supermarket,82,Street_Shop,Ibadan,6,15,406,1,1,87860,321795,323,1744,July,91,0,1,10,6,1,9610.9
Supermarket,24,Market,Port_Harcourt,7,67,39,1,1,60721,4131726,193,26231,August,33,1,0,15,2,0,21646.87
Electronics,92,Street_Shop,Abuja,5,57,343,0,1,129651,1471724,150,26111,March,37,1,0,15,7,1,18917.04
Retail_Shop,90,Street_Shop,Lagos,17,42,325,1,0,35834,3758237,217,8311,June,72,0,0,13,5,0,10815.8
Pharmacy,77,Market,Ibadan,4,193,471,1,1,159520,2211653,408,11886,April,80,0,0,14,2,1,22600.38
Salon,18,Estate,Lagos,5,39,127,0,0,111324,4542907,368,11184,January,43,0,1,14,1,1,15808.3
Salon,77,Estate,Ibadan,13,66,391,0,1,191778,3984874,113,33701,December,65,0,1,13,1,0,25131.08
Supermarket,25,Market,Port_Harcourt,2,54,171,1,0,57242,2944604,21,43798,December,39,0,0,8,0,1,17494.52
Electronics,105,Shopping_Mall,Ibadan,7,174,61,0,1,112534,3448481,360,16861,June,69,0,1,10,5,1,16312.86
Salon,59,Estate,Lagos,5,58,448,1,1,19375,1472931,274,39651,July,41,1,1,14,1,0,14621.17
Fashion_Store,17,Market,Kano,17,104,121,1,1,90514,2448932,54,29651,May,90,0,1,11,3,0,16055.37
Restaurant,19,Shopping_Mall,Enugu,6,175,210,1,1,197157,2916883,302,44295,July,37,0,1,9,0,1,26464.39
Fashion_Store,15,Shopping_Mall,Port_Harcourt,10,78,79,1,0,108781,4009268,412,34423,June,65,0,0,14,8,1,13294.47
Salon,35,Street_Shop,Enugu,14,163,241,1,1,126264,3595557,133,19732,November,94,0,0,10,3,0,22630.13
Supermarket,54,Street_Shop,Kano,2,136,226,1,0,97632,423266,35,36887,April,75,0,1,14,4,0,15656.41
Salon,69,Online,Kano,5,12,345,0,0,100958,1695576,58,35420,February,35,0,0,15,9,0,5241.48
Restaurant,63,Market,Ibadan,3,80,384,0,1,67859,752586,180,9528,December,71,0,0,9,5,1,9941.7
Supermarket,26,Shopping_Mall,Lagos,9,130,179,0,1,55257,3953602,490,13988,December,64,0,0,13,8,0,19372.95
Restaurant,29,Street_Shop,Kano,13,126,228,1,1,141600,2600486,488,43042,August,50,0,0,12,9,1,18769.86
Electronics,115,Market,Enugu,10,55,433,1,1,196931,4957555,39,48778,March,66,0,0,13,4,1,40928.67
Retail_Shop,99,Shopping_Mall,Lagos,9,80,260,0,1,40565,3448130,73,36547,November,83,0,1,12,4,0,18698.38
Electronics,111,Estate,Lagos,11,190,173,0,1,26611,4681881,478,27921,April,91,0,0,15,9,1,21064.03
Supermarket,27,Estate,Port_Harcourt,4,55,271,1,0,191897,4773990,47,13246,May,59,1,1,14,1,0,22008.13
Supermarket,14,Market,Lagos,8,13,475,1,1,46679,295481,166,20647,December,85,0,0,13,5,0,10378.55
Retail_Shop,87,Market,Ibadan,18,21,474,1,1,97656,4649490,204,8039,July,67,0,1,14,4,0,25633.28
Electronics,37,Market,Enugu,15,189,278,0,0,47072,530309,144,38430,August,63,0,0,9,6,1,6628.03
Fashion_Store,31,Shopping_Mall,Ibadan,10,150,156,1,1,150580,1136308,95,40374,July,58,1,0,12,0,0,13573.93
Retail_Shop,52,Shopping_Mall,Lagos,11,186,74,1,0,164883,4164780,21,41596,December,42,0,1,8,3,1,33743.11
Electronics,23,Street_Shop,Port_Harcourt,5,88,418,1,1,83368,1107899,96,18556,February,88,1,0,9,6,1,11043.37
Restaurant,83,Street_Shop,Ibadan,7,57,315,0,0,105230,558844,65,2710,March,48,0,0,9,1,0,5297.82
Retail_Shop,80,Shopping_Mall,Abuja,18,12,432,0,0,170173,125166,22,34069,August,68,1,0,15,3,0,7689.65
Electronics,86,Estate,Ibadan,4,180,284,0,1,157941,1471636,353,6541,September,94,0,0,13,9,1,9270.15
Electronics,68,Shopping_Mall,Enugu,13,58,390,1,0,196632,4133170,118,46636,January,42,0,0,15,4,1,19084.14
Salon,45,Shopping_Mall,Abuja,5,177,219,1,1,106223,2746570,444,13699,December,55,0,0,15,9,1,22502.41
Electronics,22,Market,Abuja,11,167,374,0,1,36930,615850,382,3635,September,46,0,0,8,6,0,4963.91
Retail_Shop,6,Street_Shop,Kano,9,32,474,0,1,145902,4547085,235,17048,November,64,1,0,12,7,0,19982.05
Fashion_Store,81,Street_Shop,Enugu,15,162,372,0,1,109829,4352783,401,16043,April,38,0,0,8,3,0,18636.9
Pharmacy,106,Market,Abuja,8,174,185,1,0,153671,3829844,115,22602,July,85,1,1,12,8,0,20088.12
Fashion_Store,88,Market,Enugu,5,11,28,0,1,122164,3949771,36,41240,November,91,0,1,13,4,1,32588.18
Electronics,103,Market,Enugu,18,163,80,1,1,48603,319429,266,15324,March,58,0,1,8,8,0,12676.17
Retail_Shop,14,Street_Shop,Kano,16,16,371,1,1,18775,4663220,395,22453,October,32,0,1,12,6,0,18004.27
Retail_Shop,52,Market,Enugu,12,139,102,1,0,15656,601617,47,34710,August,32,0,0,9,5,1,6879.6
Fashion_Store,90,Market,Port_Harcourt,7,158,55,0,0,125385,2158478,212,16497,September,62,0,0,14,7,1,10864.85
Electronics,58,Shopping_Mall,Ibadan,2,83,406,0,1,134461,2842449,180,41166,October,45,1,0,13,7,0,17050.35
Retail_Shop,54,Street_Shop,Kano,18,143,333,1,1,117760,1005489,438,14352,August,40,0,1,10,4,0,10128.19
Electronics,110,Street_Shop,Kano,3,161,431,1,0,113673,4516597,361,4104,January,56,1,1,8,2,0,21949.26
Fashion_Store,93,Street_Shop,Port_Harcourt,13,47,30,0,1,176409,2675492,402,45205,September,46,1,0,11,2,0,17279.48
Fashion_Store,113,Estate,Kano,12,185,376,0,0,179222,2158914,339,33542,September,41,1,1,9,0,0,16295.36
Pharmacy,110,Market,Kano,5,181,223,1,1,168794,3404540,68,29428,April,81,0,0,12,8,1,23424.63
Restaurant,53,Shopping_Mall,Abuja,1,159,166,1,1,175827,3541051,161,38978,March,43,0,1,12,5,1,45190.87
Restaurant,118,Street_Shop,Port_Harcourt,19,101,204,0,1,122235,4046137,285,23170,February,33,1,1,9,3,1,21799.03
Retail_Shop,82,Market,Port_Harcourt,17,142,157,1,1,145285,280509,240,28579,August,87,0,0,10,5,1,9990.18
Electronics,26,Market,Abuja,18,136,466,1,0,13480,4530500,82,24869,January,76,1,0,10,1,0,14543.57
Restaurant,102,Shopping_Mall,Abuja,15,15,114,0,1,198542,1246449,352,37985,July,56,0,0,9,4,1,11660.22
Supermarket,119,Shopping_Mall,Lagos,3,97,74,1,1,93060,4554190,257,43701,January,82,0,0,10,8,0,24513.15
Restaurant,107,Shopping_Mall,Ibadan,1,35,277,1,0,150531,492372,333,18056,July,35,0,1,13,1,0,8375.64
Supermarket,62,Estate,Abuja,13,22,287,1,1,16656,4291264,365,33636,December,56,0,0,12,4,1,26818.56
Pharmacy,90,Shopping_Mall,Port_Harcourt,4,103,323,1,0,57216,4342156,165,16608,April,79,1,0,10,1,1,32060.92
Supermarket,62,Street_Shop,Kano,10,162,181,1,0,135427,787050,114,36562,January,90,1,1,15,5,0,13851.71
Fashion_Store,104,Street_Shop,Port_Harcourt,14,86,314,0,1,74497,3010767,402,3372,November,57,0,0,13,0,1,13900.36
Pharmacy,87,Street_Shop,Ibadan,3,35,282,1,1,133460,1632538,146,27687,July,37,0,0,10,9,0,12098.03
Electronics,115,Shopping_Mall,Lagos,10,194,402,0,0,197600,3719529,254,22431,March,52,0,1,12,4,0,22778.76
Supermarket,49,Street_Shop,Enugu,4,50,114,1,1,111065,1651747,77,38878,July,41,0,0,15,4,0,13859.35
Salon,27,Market,Abuja,18,102,171,1,1,173722,1352622,416,1949,November,90,0,0,11,1,1,13069.88
Fashion_Store,116,Estate,Ibadan,3,11,364,0,1,38275,4606301,398,2975,May,43,0,1,10,3,1,16272.22
Fashion_Store,75,Street_Shop,Kano,8,101,99,0,1,68136,507381,74,1343,September,62,0,0,10,7,0,3543.84
Pharmacy,82,Street_Shop,Ibadan,17,61,293,1,0,22604,199565,113,9566,February,65,0,0,14,9,1,4244.48
Restaurant,75,Shopping_Mall,Port_Harcourt,1,15,239,0,1,17293,551405,282,7144,August,40,0,0,14,2,1,5048.83
Electronics,89,Shopping_Mall,Ibadan,13,126,324,1,1,45036,1067876,493,41567,May,83,0,1,10,8,0,13174.11
Salon,113,Estate,Ibadan,17,10,488,0,1,170952,3178667,124,30902,April,60,0,1,10,3,1,22454.51
Retail_Shop,41,Shopping_Mall,Kano,19,155,180,1,0,45112,1594600,469,44815,September,40,0,1,9,2,1,14430.05
Electronics,27,Shopping_Mall,Lagos,6,13,395,1,1,110204,147142,357,38720,April,50,0,0,10,6,0,11468.81
Supermarket,111,Shopping_Mall,Abuja,13,97,394,0,1,124757,602363,175,4796,December,94,0,1,12,0,0,12020.73
Restaurant,41,Market,Enugu,7,181,452,1,1,94706,4914797,478,21311,November,84,1,0,11,4,0,39632.88
Electronics,97,Estate,Enugu,3,22,209,1,1,26598,748369,290,20281,January,46,1,1,8,6,0,9063.85
Pharmacy,109,Market,Ibadan,19,148,465,0,1,63118,359152,355,8368,April,66,0,1,9,6,0,9650.25
Pharmacy,93,Market,Ibadan,9,135,442,1,1,55288,2569957,402,20303,December,49,1,1,13,1,0,27905.03
Fashion_Store,78,Estate,Ibadan,9,124,102,1,1,60614,4904780,246,25468,September,79,0,1,13,7,1,26198.34
Salon,50,Shopping_Mall,Abuja,14,79,397,1,1,52139,4954519,205,48033,February,71,0,1,13,4,0,18965.97
Restaurant,76,Shopping_Mall,Ibadan,5,191,350,0,1,105483,3806887,97,21228,April,64,1,1,8,4,0,31232.53
Salon,34,Street_Shop,Kano,8,33,400,1,0,173119,3722565,327,14035,February,44,0,0,15,0,0,9952.23
Electronics,8,Street_Shop,Enugu,14,35,106,1,1,101571,913023,202,12141,January,66,1,0,8,9,1,7015.23
Restaurant,93,Shopping_Mall,Port_Harcourt,8,70,426,0,1,126888,1185784,357,34021,December,53,0,0,11,5,1,16131.96
Salon,43,Online,Kano,17,145,152,0,1,161489,684460,307,14577,December,47,0,1,8,9,0,10804.65
Salon,51,Online,Enugu,12,104,365,0,0,12833,2859716,141,30601,November,66,0,0,11,3,1,14734.44
Supermarket,96,Shopping_Mall,Enugu,2,195,95,1,1,94448,1581340,399,21874,April,57,1,1,13,1,1,20718.74
Electronics,77,Market,Port_Harcourt,14,178,82,1,1,67622,416552,307,14545,August,85,0,0,10,8,1,8693.51
Pharmacy,53,Street_Shop,Abuja,10,118,112,1,1,40084,178851,402,17457,May,71,0,0,11,0,0,5146.19
Pharmacy,57,Market,Abuja,6,84,215,0,0,44722,1754866,467,28931,January,66,0,1,8,7,0,9100.45
Pharmacy,104,Street_Shop,Ibadan,4,102,229,0,1,177190,2002217,454,5461,November,38,0,0,12,1,1,12683.29
Salon,66,Street_Shop,Kano,8,139,394,0,0,38508,130969,498,5926,September,38,1,0,12,6,1,4322.88
Electronics,40,Market,Lagos,10,61,285,1,1,53641,1004675,218,20442,March,35,1,0,9,5,0,13944.39
Restaurant,25,Market,Abuja,18,153,353,0,0,132663,620150,409,11830,November,38,0,1,11,3,0,9050.35
Salon,112,Street_Shop,Port_Harcourt,16,63,380,1,0,31170,335595,236,14242,December,66,0,1,11,7,0,7877.83
Retail_Shop,79,Estate,Kano,5,125,394,0,1,102706,2160576,414,4210,February,78,0,0,12,6,0,6823.16
Pharmacy,16,Street_Shop,Ibadan,9,59,304,0,0,195930,3973336,347,18051,January,44,0,1,14,2,0,9783.6
Pharmacy,33,Market,Lagos,5,166,267,1,1,116830,986704,245,4553,February,59,0,1,12,9,0,8183.19
Electronics,31,Market,Kano,6,93,155,0,1,101316,1876357,248,22630,December,38,0,1,15,5,0,13718.24
Fashion_Store,117,Street_Shop,Abuja,16,46,400,1,1,57840,1471445,278,12356,April,79,1,1,8,9,0,19112.34
Fashion_Store,56,Market,Enugu,4,116,154,0,1,11590,546139,419,1957,July,49,0,1,10,4,1,5359.05
Salon,23,Shopping_Mall,Lagos,14,176,286,0,0,132302,1063612,40,21967,March,87,0,0,12,3,1,11171.77
Fashion_Store,28,Market,Port_Harcourt,4,43,277,1,1,126342,801182,152,34764,August,65,0,1,9,2,1,8497.38
Restaurant,105,Street_Shop,Enugu,11,11,298,0,0,18503,2320135,292,34247,October,49,0,1,13,3,1,13335.11
Pharmacy,114,Street_Shop,Enugu,7,150,308,0,1,103864,3518688,241,4157,March,93,1,1,10,7,1,34727.06
Fashion_Store,49,Shopping_Mall,Port_Harcourt,4,23,352,0,0,100113,1746739,63,33860,January,73,1,0,9,6,1,8607.57
Salon,69,Shopping_Mall,Enugu,16,46,112,1,0,165790,4508131,498,40265,August,63,1,0,9,3,1,22776.77
Electronics,81,Market,Lagos,6,163,438,0,1,194930,211075,196,48052,September,90,0,1,8,4,1,13512.24
Salon,77,Shopping_Mall,Abuja,6,67,202,0,1,40222,4877230,278,36031,February,62,0,0,11,4,0,11642.53
Pharmacy,103,Online,Enugu,3,71,451,0,0,42768,932411,306,25190,February,85,0,0,9,1,0,5893.05
Pharmacy,90,Market,Port_Harcourt,4,29,43,1,1,142278,2431518,53,44504,October,53,1,1,9,4,0,26227.95
Restaurant,30,Street_Shop,Ibadan,19,161,352,1,1,182387,573435,367,39250,September,69,0,0,8,4,1,12473.08
Supermarket,59,Estate,Port_Harcourt,19,109,30,0,1,20390,1811581,35,45442,August,74,0,0,10,4,0,13310.55
Electronics,54,Shopping_Mall,Abuja,5,72,137,0,1,190702,3045472,474,18490,September,55,0,1,9,7,0,15043.69
Pharmacy,71,Shopping_Mall,Port_Harcourt,7,175,63,1,1,75633,2832773,126,17764,April,50,0,1,8,3,1,28913.3
Supermarket,63,Market,Lagos,19,43,310,1,0,117068,2371521,44,26878,January,55,0,1,10,4,0,15059.23
Retail_Shop,67,Estate,Ibadan,1,16,411,1,0,120750,1925524,468,681,June,31,0,0,10,8,0,7620.64
Restaurant,23,Online,Kano,13,136,351,1,1,170753,4383983,193,36379,March,40,0,1,13,4,0,31053.72
Retail_Shop,71,Shopping_Mall,Lagos,14,96,42,1,0,86025,568966,162,31623,December,57,0,1,12,7,0,11507.1
Supermarket,75,Estate,Enugu,1,172,275,0,1,148422,3237431,70,28182,May,57,1,0,13,9,0,13081.54
Retail_Shop,39,Shopping_Mall,Enugu,11,23,204,1,1,26934,2140740,111,34121,March,75,0,0,12,4,1,18023.92
Pharmacy,38,Market,Port_Harcourt,16,12,329,1,0,142826,1296954,112,12895,October,35,0,0,12,1,1,7818.45
Restaurant,90,Estate,Kano,15,186,116,0,1,106153,3737063,54,30103,December,82,1,0,12,2,0,22553.99
Fashion_Store,77,Market,Port_Harcourt,13,31,46,1,1,192128,3374730,468,46493,January,87,0,0,14,0,0,16127.08
Retail_Shop,91,Market,Kano,17,150,214,1,1,104172,3181663,112,7118,May,53,0,0,11,5,1,14065.32
Restaurant,75,Shopping_Mall,Ibadan,10,156,404,0,1,99106,1894904,449,24001,January,47,0,1,15,6,1,10602.82
Pharmacy,109,Shopping_Mall,Abuja,2,50,253,1,0,50350,2210924,496,28768,March,73,0,0,10,3,0,15946.14
Fashion_Store,100,Estate,Port_Harcourt,17,181,458,1,1,176839,3745588,86,40509,July,91,0,0,14,6,1,22936.01
Retail_Shop,112,Street_Shop,Ibadan,1,130,365,0,1,22050,3427109,238,33111,March,40,0,0,14,9,1,15534.36
Fashion_Store,40,Street_Shop,Port_Harcourt,8,60,393,1,1,174105,1852628,488,27909,January,47,0,0,15,0,1,13245.46
Pharmacy,38,Market,Lagos,2,68,273,1,1,138734,1103783,398,18357,September,91,0,0,15,7,1,12072.95
Salon,115,Market,Enugu,13,73,302,0,0,185264,1304893,466,1102,November,75,0,0,11,1,0,7475.57
Electronics,28,Estate,Kano,16,187,165,0,0,122107,3486836,295,32664,October,87,1,0,14,1,1,17411.87
Restaurant,56,Estate,Enugu,14,176,350,1,0,42278,2730407,139,12717,March,31,0,0,12,2,0,13568.09
Electronics,60,Estate,Lagos,6,81,333,0,0,81419,3263678,101,9299,June,43,0,0,8,8,0,7184.1
Electronics,73,Estate,Kano,13,81,341,1,1,17832,3391754,330,44050,June,90,1,0,12,0,0,23410.99
Restaurant,73,Shopping_Mall,Ibadan,3,194,36,1,1,51208,2497891,298,33653,June,50,1,0,14,4,1,23401.38
Electronics,71,Street_Shop,Abuja,9,87,54,0,1,171497,665544,330,39895,September,88,0,0,14,5,0,7567.74
Salon,88,Shopping_Mall,Lagos,7,194,464,0,0,199118,182743,82,19517,June,75,1,1,10,2,0,8674.4
Pharmacy,106,Market,Port_Harcourt,16,101,443,1,1,170640,632158,354,7350,August,37,0,0,12,7,0,9261.23
Electronics,57,Street_Shop,Enugu,10,189,492,1,0,84884,441263,441,45830,February,94,1,0,15,6,1,13468.37
Supermarket,108,Shopping_Mall,Enugu,16,54,227,1,1,11356,828885,131,12784,June,35,0,1,15,6,1,10701.39
Restaurant,7,Shopping_Mall,Kano,12,71,162,1,0,12439,3925710,351,45703,August,40,0,0,13,5,0,12307.59
Electronics,100,Market,Enugu,19,145,471,1,1,107289,3027705,482,49078,November,54,1,1,10,9,0,44157.79
Pharmacy,74,Market,Port_Harcourt,9,33,86,0,1,179070,3053115,149,17540,August,53,0,0,10,5,1,16283.28
Electronics,58,Estate,Lagos,15,142,461,1,0,170131,4559209,337,31597,November,93,0,1,10,0,1,50327.02
Retail_Shop,20,Street_Shop,Kano,15,25,341,0,1,163946,3179545,279,23867,December,78,0,0,10,7,1,16345.5
Electronics,74,Market,Port_Harcourt,17,86,354,0,1,52633,3210186,80,35762,December,56,0,1,9,4,1,29916.15
